"title","task_title","note"
"Restaurants","Daily Grind","The Daily Grind\n601 Somerset Street W\nOttawa, ON K1R 5K1\n(613) 233-2233\n\n\nhttp://www.yelp.ca/biz/the-daily-grind-ottawa-2?utm_campaign=mobile_biz_share&utm_medium=social&utm_source=native_share"
"Restaurants","ABC Kitchen/Cocina - NYC","in bsmt of ABC home\nneed reservation"
"Restaurants","Tomoe (Sushi) - NYC","Thomson, near NYU in Noho                                                                "
"Restaurants","Baloud Bar - NYC by temple","need reservation\nGREAT burger\n"
"Restaurants","Eataly - NYC","gourmet grocery store with little restaurants within it"
"Restaurants","Elm - NC","tasting menu"
"Restaurants","Cava - nc","Italian"
"Restaurants","Locale - new Canaan","Pizza"
"Restaurants","Northstar (Scott's Corners)","Try the white truffle appetizer!"
"Restaurants","Aristos-Greek in SLC",""
"Restaurants","Norma's in NYC","Breakfast "
"Restaurants","Breakfast","http://www.theurbanlist.com/melbourne/a-list/30-breakfasts-you-should-have-eaten-if-you-live-melbourne"
"Restaurants","Texas meltz","8104 Wyoming at Paseo del Norte\n1000-2000 daily"
"Restaurants","Richie B's","Pizza plain 16.50, by slice $3, subs $8.95\nLouisiana Shopping center 7200 Montgomery at Louisiana\n1100-2000 Sunday-Thursday\n1100-2200 Friday-Saturday"
"Restaurants","Cafe Caribbean","102 4th nw\n\n\nM-th 11-2100\nFriday 1100-0000\nSaturday 1100-0300\nSunday 1100-1800 "
"Restaurants","N'Awlins mardi gras cafe","3718 central\n\n1100-1400 &1639-2100 monday-Saturday\nClosed Sunday"
"Restaurants","Fork and Fig","6904 Menaul east of Louisiana\nSun, Mon closed\nTuesday- Thursday 1100-2200\nFriday,  Saturday 1100-1800"
"Restaurants","La Quiche Parisienne  Bistro","5850 Eubank\n\n0800-1400 Sunday\n0800-1500 Monday-Saturday"
"Restaurants","Chelo and Co","811 Queen St"
"Restaurants","Rock Lobster","With Natalie"
"Restaurants","La popular parri las canitas","Guatemala esquina burruchaga"
"Restaurants","http://www.thrillist.com/eat/new-york/best-bbq-in-nyc-what-to-order","• Wo Hop (Chinese)\n\n•http://www.thrillist.com/eat/new-york/best-bbq-in-nyc-what-to-order\n"
"Restaurants","Unsere","Anbei findest Du ein paar Tips für die Insel:\n\n1. Restaurants: ich liebe sie alle:-) Und preislich sind die alle im Vergleich zu Ffm günstiger. Zum Thema Service müssen die Spanier noch viel lernen. Ich würde zur Hauptsaison schon empfehlen zu reservieren.\n\nSantanyi: Super Tapas Laden\nhttp://www.tripadvisor.de/Restaurant_Review-g663368-d985495-Reviews-Restaurant_Es_Moli_de_Santanyi-Santanyi_Majorca_Balearic_Islands.html \n\nSon Terrassa: Super romantisch mit Sonnenuntergang und tollem Ausblick von der Terrasse-empfehlenswert hier Lammschulter aus dem Steinofen und Rotwein A2-lohnt sich\n\nSes Salines: Manolo-super bekannter Laden\nhttp://www.bodegabarahona.com/home/index.php \n\nCas Concous: Bekanntes Schnitzel-hier gab es früher Schnitzelaktien\nhttp://www.vienamallorca.com\n\nPortocolom: Da ist eine schnuckelige Promenade mit vielen Restaurants: Florian ist gut, aber auch nicht günstig\nhttp://www.tripadvisor.de/Restaurant_Review-g580310-d1319260-Reviews-Florian-Porto_Colom_Majorca_Balearic_Islands.html\n\nColonia Sant Jordi: Der Ort ist touristisch, aber man sitzt am Wasser und bekommt hier leckere Paella\nhttp://www.portblau.com \n\nPalma: Tagesausflug wert- aktuell ist Sommerschlussverkauf und es gibt super Schnäppchen\n\nIn der Altstadt: Bester und bekanntester Tapasladen für Abends\nhttp://www.tabernadelaboveda.com\n\nEin Muss in Palma ist das Viertel Santa Catalina am besten Freitag oder Samstag.\n\nSimply Delicious by Ronen: Super für einen Mittagssnack-bestes Humus und Falafel\nhttp://www.tripadvisor.de/Restaurant_Review-g187463-d6687049-Reviews-Simply_Delicious_by_Ronen-Palma_de_Mallorca_Majorca_Balearic_Islands.html\n\nThe Duke-absoluter In-Laden-Thai Fusion aber cool-The Place to be\nhttp://www.tripadvisor.de/Restaurant_Review-g187463-d1574788-Reviews-Duke_Restaurant-Palma_de_Mallorca_Majorca_Balearic_Islands.html \n\nPorto Adriano: Super teurer aber auch sehenswerter Hafen von Philip Starck. Wenn in Verbindung mit einem Dinner. Das Coast ist echt the place to be, aber auch nicht günstig \nhttp://m.coast-by-east.com/de/location/coast-mallorca/ \n\nCampos: da wohne ich. Hier habe ich euch die Visitenkarten meiner zwei Lieblingsrestaurant beigefügt\n\n\n2. Beachclubs: \n\nMein absoluter Lieblingsspot. Toller kleiner Strand mit Liegen und die Strandbude hat alles zu bieten, vor allem super frischen Fisch\nhttp://www.tripadvisor.de/Restaurant_Review-g187462-d7046486-Reviews-S_Arenal_de_Porto_Colom-Majorca_Balearic_Islands.html\n\nAdresse: Carretera Far, 31, 07670 Portocolom, Balearen, Spanien\n\nKann man auch den Tag verbringen und dort essen\nhttp://nassaubeach-palma.com\n\nWunderschön-erinnert an Südafrika- Man fährt zwar 1Std hin, aber es lohnt sich für einen Tagestrip-und Essen&Trinken ist da super\n\nhttp://www.sunshine-bar.net\n\nCalvia: waren wir selber noch nicht, ist aber eine Empfehlung\nhttp://www.capfalco-beach.com/al/4/speisen-cap-falc--beach- \n\n\n3. Strände: zur Hauptsaison alle sehr überlaufen\n\nEs Trenc- jetzt aber überfüllt-aber Karibikfeeling\n\nPlaya Mondrago-sehr schöne Bucht\n\nDreifingerbucht: ist zwar weiter weg, aber auch sehr schön. Und in dem Lokal kann man gut essen\nhttp://mallorcamagazin.com/service/urlaub-und-freizeit-auf-mallorca/strande-calas-buchten/portals-vells.html\n\n\n4. Märkte:\n\nSantanyi ist ein Muss immer Mi und Sa und danach gemütlich Mittag essen\n\nCampos: ursprünglich-mallorquin mit Flohmarkt immer Sa\n\nAnsonsten bin ich nicht so der Marktfreund, weil es immer das gleiche gibt, aber hier ist eine gute Übersicht aller Märkte\n\nhttps://www.inselradio.com/mallorca-infos/wochenmaerkte.html\n"
"Restaurants","Murder Mystery Dinner","I know not a restaurant technically but..."
"Restaurants","Signore","http://www.signore.nu"
"Restaurants","Le Village (Wine Bar)","http://www.levillage.se"
"Restaurants","Somm","http://www.somm.se/#!wine-bar/c120z"
"Restaurants","Restaurant la canyella","Can flaquer 30"
"Restaurants","Frankfurt 82","Lluis Millet 31"
"Restaurants","El raco delmontadito","Joaquim Mir 88"
"Restaurants","Rostisseria Sarai II","Can Flequer 19"
"Restaurants","25 Best Restaurants in LA","http://la.eater.com/maps/best-new-los-angeles-restaurants-heatmap"
"Restaurants","Fiore - Sandfly - Skidaway","http://www.fioreitalianbarandgrill.com/tablet/index.html\n"
"Restaurants","Juniors restaurant cheese cake","45th between 7th and 8th"
"Restaurants","ELYSIAN LA","http://www.elysianla.com/#food-and-bar-section"
"Restaurants","Back on the beach","445 Pacific Coast Highway, Santa Monica "
"Restaurants","Wasabi Warriors","Century city"
"Restaurants","Sandy","Tabare\nAurora\nAl di trattoria "
"Restaurants","Other","Mariella — Italian\n\nSai Thai -\n\nTa bare — Latin\n\n2 duck goose — Cantonese \n\nGlow thai — GREAT AMBIANCE Bay Ridge\n    ----------\nCatfish \n\nChilos\n\nZombie Hut\n\nSky Ice\n\nOutback — steak and unlimited shrimp"
"Restaurants","Mommy","Jimmy's/Brooklyn Cupcake\n\nHunger Pang\nPurbird\nSurfish"
"Restaurants","Nazca","Pretty good, more of a scene in the evening. Not amazing. "
"Restaurants","For Kids:","http://www.cleveland.com/top-restaurants/index.ssf/2014/04/the_2014_cleveland_a-list_10_great_family-friendly_restaurants.html"
"Restaurants","Buddhist Monastery - http://www.sfzc.org/ - Steph","https://www.google.com/maps/dir/225+Bush+St,+San+Francisco,+CA+94104/San+Francisco+Zen+Center+City+Center,+300+Page+St,+San+Francisco,+CA+94102/@37.7823954,-122.4322932,14z/data=!3m1!4b1!4m14!4m13!1m5!1m1!1s0x80858089e1c87065:0xead8e2a5febd2279!2m2!1d-122.4015725!2d37.7908343!1m5!1m1!1s0x808580a1964e16e9:0xa80c14a1c2b30812!2m2!1d-122.4260413!2d37.7739059!3e2"
"Restaurants","POPOS - rooftops","https://www.google.com/maps/d/u/0/viewer?mid=zU2pXOZD9P28.kgCCxgatCZ_o&hl=en_US\n\nhttp://www.thrillist.com/entertainment/san-francisco/financial-district/secret-sf-rooftop-parks-fidi-soma-popos-thrillist-san-francisco\n\n\n[10:50:12 AM] Stephanie Tejada: https://medium.com/sf-popos/the-21-secret-parks-of-san-francisco-192e6d88ea0a\n\n[10:50:24 AM] Stephanie Tejada: http://sfist.com/2010/01/29/map_secret_popos_privately_owned_pu.php"
"Restaurants","Anis Riggisberg","www.restaurant-anis.ch\n"
"Restaurants","Roberto's DIFC","460 "
"Restaurants","Karak house","174"
"Restaurants","Jose","300"
"Restaurants","Swisse",""
"Restaurants","Danish/Scandanavian","http://www.salife7.com.au/adelaide/places/properties/a-hereford-beefstouw--a-new-danish-steakhouse"
"Restaurants","kin shop (thai)",""
"Restaurants","15 Awesome Restaurants in Tennessee That Will Make Your Mouth Explode","http://www.onlyinyourstate.com/tennessee/15-awesome-restaurants-in-tennessee-that-will-make-your-mouth-explode/"
"Restaurants","Top Hog BBQ - Gallatin, TN","The best cheeseburger you will ever eat!!"
"Restaurants","Thank God Donuts - Hendersonville, TN","Brea: Yes, I'm sharing my secret. This little gem has best glazed croissant thingys I've EVER put in my mouth. They are like crack. The owners are precious. It doesn't look like a high class joint, but their health food scores are top notch and the donuts are A+. Get there early, they sell out fast."
"Restaurants","The Perfect Pig Café & Gourmet Market - Seagrove / Santa Rosa Beach, FL","Brea LOVES this place, but has only done breakfast there. The service is a little slow, but the food is heavenly."
"Restaurants","Urban Grub - Nashville, TN","Brea: Perfect date night spot! We {heart} it! Located in 12th South area, we've never had a bad meal there… But you HAVE to make reservations. Otherwise you will wait 2 hours for a table. You can eat at the bar, but that's usually pretty crowded as well. It's so, so, so good. Just go eat there, trust me!"
"Restaurants","Garden Brunch Café - Nashville, TN","Bananas Foster Pancakes"
"Restaurants","The Pfunky Griddle - Nashville, TN","Make your own pancakes right there at your table!"
"Restaurants","Calumet Fisheries","East Side\n“If you’ve seen The Blues Brothers, you’ve seen this shrimp shack that’s also one of the last surviving slices of steel-mill Chicago. Fried shrimp and smelts are good, but the smoked chubs from the on-site smokehouse are fantastic. Buy a bag, eat off the hood of your car while watching the barges go by, and enjoy food like a blue collar man for once.” – Mike"
"Restaurants","Bom Bolla (Spanish tapa & wine bar)","The Spanish wine bar with a punk rock vibe from the Pops For Champagne people is best-known for its cava, but don't overlook the food, most notably the bocadillos (Spanish sandwiches). Six sections of the menu run from bar bites (olives, cheese) to larger plates, in trying to emulate traditional dining in Spain."
"Restaurants","Zacataco's","West Lawn, Multiple Locations\n“You can’t smell the stockyards on the South Side any more, thank God, but you can smell steak sizzling a half-mile away at any location of this South Side taco chain. The menu is short, but everything they do, they do damn near perfectly: juicy greasy steak, tart al pastor, and crispy tacos stuffed with mashed potatoes. [It's] as insanely comfy as a TV dinner.” -Mike"
"Restaurants","C Chicago (nice seafood)","The guys behind Chicago Cut have brought steakhouse style to a seafood restaurant. Choose from a pricey daily selection of fish displayed on ice, a massive wine list you browse with an iPad, and a pretty interior in River North."
"Restaurants","Garifuna Flava (Caribbean)","Chicago Lawn\n“The South Side spot has countless Caribbean eating options, but most of them tend to be Jamaican. Garifuna Flava is named after the food of the Garifuna people who are direct descendants of Carib, Arawak, and West African people who settled in Central America. Sample one of the world’s rarer cuisines -- the soups are where they really shine -- while enjoying a drink at the bar.” -Titus"
"Restaurants","Pub Royale","The new Anglo-Indian bar from the guys behind Trenchermen and Sportsman's Club has a sterling selection of beer and cocktails, but the cheffy bar food takes on Indian fare is becoming just as big of a draw on Division Street."
"Restaurants","Lem's BBQ House","Greater Grand Crossing\n“Lem’s is the oldest barbecue joint in town, circa 1946, and still presided over by James Lemons, last survivor of Three Barbecuing Brothers. It packs them in every night for ribs, rib tips and chicken wings. Quality can vary depending on who’s working the pit, but when the ribs and tips are good, they’re ‘thank you Jesus’ good.” -Mike"
"Restaurants","Boeufhaus","Boeufhaus may have been one of the most secretive openings in recent memory, but the creative, refined meat-centric brasserie-style food with French and German influences, forthcoming lunch counter, and neighborhood vibe means it shouldn't stay a secret for long."
"Restaurants","Jimmy Jamm's Sweet Potato Pies","Beverly\n“Namesake Jimmy Ferguson has been making sweet potato pies almost since she was a baby. Taught by her daddy, she and her husband (along with their nephew) decided to open a pie shop with the recipe in her Grandfather's honor. But that's not all they do here. The menu features everything from baked-and-loaded sweet potatoes, to dessert favorites like cobbler and bread pudding. Everything on [the menu] has some sweet potato in the ingredients.” -Titus"
"Restaurants","Birriera Zaragoza (Mexican)","Archer Heights\n“The nicest Mexican family in town makes some of the best soul-filling food in the city: spicy yet comfy birria -- aka slow-roasted goat stew -- which you pile onto tender, house-made tortillas hot off the grill and spice to center-of-a-volcano levels with house-made salsa or straight-up crumpled chiles.” -Mike"
"Restaurants","DeQuay","Chef/owner David De Quay's recently-opened Lincoln Park restaurant is one of the only spots in town to offer Dutch-Indonesian dishes in a refined setting near DePaul."
"Restaurants","Fish Feather - Indro","Fillet steak\nSeafood mix platter\nPavlova desert"
"Restaurants","Meat & Wine Co - Darling Harbour","Jan15 - Di Donaldson recommended for spare ribs"
"Restaurants","Sun Sushi","Große Elbstr"
"Restaurants","Brooklyn burger Bar","Alter Fischmarkt 3"
"Restaurants ","Sushi king","16e pour buffet à volonté mais nourriture moyenne "
"Restaurants ","Bieh","Environ 12-13e"
"Restaurants ","La cambuse à arlette ","Cher, pas terrible et personnel peu aimable"
"Restaurants ","Pizza pino","❗30% pour les étudiants MAIS préciser au moment de la commande \n"
"Restaurants","PACKERS BAR!?","Sapphire packers bar sc - Google Search\n\nhttps://www.google.com/search?q=Sapphire+packers+bar+sc&rlz=1CDGOYI_enUS615US615&oq=Sapphire+packers+bar+sc&aqs=chrome..69i57&sourceid=chrome-mobile&ie=UTF-8&hl=en-US#istate=kp:xpd"
"Restaurants","zumgschupftnferdl.at bioheuriger","windmühlgasse 20, 1060"
"Restaurants","supersense.at cafe","praterstraße 70\n1020\ncafe\n"
"Restaurants","Foodoo","Ledesma street"
"Restaurants","Pacifico","Peru,Asia &Mexico"
"Restaurants","Colmado iberico (perfect jamon)",""
"Restaurants","Foreign Correspondents","Opening in the heights 2015"
"Restaurants","Seven Star Street Bistro, roslindale","On Phantom... Looks authentic owner has Chinese dad"
"Restaurants","Vina Vietnamese vegan","Xui caw - fried\nLaksa"
"Restaurants","Louisiana","New Orleans-\n  Central Grocery\n          Muffuletta \n  Martins????\n           PoBoy\n  Commanders Palace\n           Gumbo\n                 Rue, Onions, celery, bell pepper, \n                  okra,\n    Antoine's \n               Oysters Rockefeller \n               Rue, Parsley, celery, green              \n                onions,   ?     ?  \n   Cafe Du Monde\n                Donuts\n                Beniet \nLil Dizzy  Creole Gumbo"
"Restaurants","Lolo Seafood Shack (Harlem)","http://www.lolosseafoodshack.com/"
"Restaurants","Emily (Pizza)","Brooklyn\nhttp://www.theinfatuation.com/new-york/reviews/emily"
"Restaurants","Entertainment book (click description for more detail)","1. Catalina\n2. El-Phoenician (parra) - done\n3. The Cuban place \n4. Crinitis\n5. Fix st James\n6. Nicks bar and grill\n7. Jazushi\n8. Bondi pizza- done\n9. Little snail\n10. Abhis Indian (North Strathfield)\n11. Chefs galley\n12. Din tai fung - done\n13. Arm chair collective (brunch)\n14. Mizuya (jap)\n15. Oliver brown"
"Restaurants","Kuhn Pics Bahn - Portland","http://khunpics.com/index.html"
"Restaurants","Pasta Fresca | AMBIENTE","Italská restaurace podává jídla z čerstvých domácích těstovin. K dispozici oddělená vinotéka s více než 5000 víny a zkušení sommeliéři. \nhttp://pastafresca.ambi.cz/en/#menu-22"
"Restaurants","Daily Menu | La Bottega di Finestra","La Bottega di Finestra \nhttp://lafinestra.labottega.cz/en/daily-menu/pasta/"
"Restaurants","Leggero","Check slawo's timeline"
"Restaurants","Menu - Cicala Trattoria, Praga","http://www.trattoria.cz/ita/menu.php"
"Restaurants","Sylvia's in Harlem","Fried chicken and ribs"
"Restaurants","This is it soul food in Houston Texas","Ox tail pork chops and Mac and cheese"
"Restaurants","K-Paul's Louisiana Kitchen New Orleans","Gumbo"
"Restaurants","Mary Mac's tea room in Atlanta Georgia","Peach cobbler and fried chicken"
"Restaurants","George Howell cafe","In Godfrey hotel downtown   Opening fall. "
"Restaurants","Amsterdam falafel shop","Kenmore "
"Restaurants ","Lima Floral ","Open table offer "
"Restaurants","Le Saint Loup","25-27 Rue du Collège\n5000 Namur\n081 65 65 81"
"Restaurants","Un temps pour soi","46 Rue Thier du Moulin\n4530 Villers-le-Bouillet\n085 25 58 55\nhttp://untempspoursoi.be"
